route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
511-331,230501-MULTI-Saturday-01,22696547-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993586,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696548-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993585,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696549-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993586,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696550-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993582,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696551-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993585,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696552-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993583,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696553-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993585,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696554-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993586,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696555-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993585,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696556-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993586,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696557-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993586,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696558-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993582,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696559-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993583,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696560-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993581,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696561-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993581,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696562-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993586,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696563-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993585,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696564-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993582,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696565-230501-MULTI-Saturday-01,"511 ZUM STEELES WESTBOUND",1,993584,5110045,1,1
511-331,230501-MULTI-Saturday-01,22696566-230501-MULTI-Saturday-01,"511 ZUM STEELES WESTBOUND",1,993589,5110044,1,1
511-331,230501-MULTI-Saturday-01,22696567-230501-MULTI-Saturday-01,"511 ZUM STEELES WESTBOUND",1,993580,5110045,1,1
511-331,230501-MULTI-Saturday-01,22696568-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993583,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696569-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993581,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696570-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993585,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696571-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993582,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696572-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993585,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696573-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993582,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696574-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993583,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696575-230501-MULTI-Saturday-01,"511A ZUM STEELES WEST",1,993586,5110042,1,1
511-331,230501-MULTI-Saturday-01,22696576-230501-MULTI-Saturday-01,"511 ZUM STEELES EASTBOUND",0,993593,5110039,1,1
511-331,230501-MULTI-Saturday-01,22696577-230501-MULTI-Saturday-01,"511 ZUM STEELES EASTBOUND",0,993588,5110039,1,1
511-331,230501-MULTI-Saturday-01,22696578-230501-MULTI-Saturday-01,"511 ZUM STEELES EASTBOUND",0,993592,5110039,1,1
511-331,230501-MULTI-Saturday-01,22696579-230501-MULTI-Saturday-01,"511 ZUM STEELES WESTBOUND",1,993587,5110044,1,1
511-331,230501-MULTI-Saturday-01,22696580-230501-MULTI-Saturday-01,"511 ZUM STEELES WESTBOUND",1,993590,5110045,1,1
511-331,230501-MULTI-Saturday-01,22696581-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993589,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696582-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993586,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696583-230501-MULTI-Saturday-01,"511A ZUM STEELES EAST",0,993585,5110037,1,1
511-331,230501-MULTI-Saturday-01,22696584-230501-MULTI-Saturday-01,"511 ZUM STEELES EASTBOUND",0,993591,5110039,1,1
511-331,230501-MULTI-Saturday-01,22696585-230501-MULTI-Saturday-01,"511 ZUM STEELES WESTBOUND",1,993594,5110044,1,1
511-331,230501-MULTI-Saturday-01,22696586-230501-MULTI-Saturday-01,"511 ZUM STEELES EASTBOUND",0,993595,5110039,1,1
511-331,230501-MULTI-Saturday-01,22696587-230501-MULTI-Saturday-01,"511 ZUM STEELES WESTBOUND",1,993595,5110044,1,1
511-331,230501-MULTI-Saturday-01,22696588-230501-MULTI-Saturday-01,"511 ZUM STEELES EASTBOUND",0,993594,5110039,1,1
511-331,230501-MULTI-Saturday-01,22696589-230501-MULTI-Saturday-01,"511 ZUM STEELES EASTBOUND",0,993598,5110049,1,1
511-331,230501-MULTI-Saturday-01,22696590-230501-MULTI-Saturday-01,"511 ZUM STEELES WESTBOUND",1,993597,5110044,1,1
511-331,230501-MULTI-Saturday-01,22696591-230501-MULTI-Saturday-01,"511 ZUM STEELES EASTBOUND",0,993597,5110039,1,1
511-331,230501-MULTI-Saturday-01,22696592-230501-MULTI-Saturday-01,"511 ZUM STEELES EASTBOUND",0,993596,5110049,1,1
511-331,230501-MULTI-Saturday-01,22696593-230501-MULTI-Saturday-01,"511 ZUM STEELES WESTBOUND",1,993596,5110044,1,1
4-331,230501-MULTI-Saturday-01,22696594-230501-MULTI-Saturday-01,"4 CHINGUACOUSY NORTH",0,993622,40072,1,1
3-331,230501-MULTI-Saturday-01,22696595-230501-MULTI-Saturday-01,"3 MCLAUGHLIN NORTH",0,993638,30043,1,1
17-331,230501-MULTI-Saturday-01,22696596-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696597-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696598-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696599-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696600-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696601-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696602-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696603-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696604-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696605-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696606-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696607-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696608-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696609-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696610-230501-MULTI-Saturday-01,"17 HOWDEN NORTH",0,993599,170018,1,1
17-331,230501-MULTI-Saturday-01,22696611-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696612-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696613-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696614-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696615-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696616-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696617-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696618-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696619-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696620-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696621-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696622-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
17-331,230501-MULTI-Saturday-01,22696623-230501-MULTI-Saturday-01,"17 HOWDEN SOUTH",1,993599,170019,1,1
502-331,230501-MULTI-Saturday-01,22696636-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993606,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696637-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993606,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696638-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993602,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696639-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993606,5020015,1,1
502-331,230501-MULTI-Saturday-01,22696640-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993603,5020015,1,1
502-331,230501-MULTI-Saturday-01,22696641-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993606,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696642-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993606,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696647-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993605,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696648-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993607,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696649-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993605,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696650-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993603,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696651-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993607,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696652-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993605,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696653-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993601,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696654-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993606,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696655-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993607,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696656-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993605,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696657-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993611,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696658-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993602,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696659-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993605,5020015,1,1
502-331,230501-MULTI-Saturday-01,22696660-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993607,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696661-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993607,5020015,1,1
502-331,230501-MULTI-Saturday-01,22696662-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993611,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696663-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993606,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696664-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993605,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696665-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993605,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696666-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993603,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696667-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993607,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696668-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993601,5020015,1,1
502-331,230501-MULTI-Saturday-01,22696669-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993607,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696670-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993607,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696671-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993605,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696672-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993602,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696676-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993609,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696677-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993610,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696678-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993610,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696679-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993601,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696680-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993600,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696681-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993611,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696682-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993609,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696683-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993609,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696684-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993610,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696685-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993609,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696686-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993609,5020015,1,1
502-331,230501-MULTI-Saturday-01,22696687-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993606,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696688-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993609,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696689-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993610,5020015,1,1
502-331,230501-MULTI-Saturday-01,22696690-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993610,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696691-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993609,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696692-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993610,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696693-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993603,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696694-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993610,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696695-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993600,5020015,1,1
502-331,230501-MULTI-Saturday-01,22696696-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993609,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696697-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993601,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696698-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993610,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696699-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993607,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696700-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993609,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696701-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993609,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696702-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993610,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696703-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993610,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696704-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993611,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696705-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993602,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696706-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993605,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696707-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993606,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696711-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993606,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696712-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993611,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696713-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993612,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696714-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993608,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696715-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993608,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696716-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993612,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696717-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993608,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696718-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993608,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696719-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993605,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696720-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993607,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696721-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993612,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696722-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993612,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696723-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993602,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696724-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993608,5020015,1,1
502-331,230501-MULTI-Saturday-01,22696725-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993612,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696726-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993608,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696727-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993608,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696728-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993612,5020015,1,1
502-331,230501-MULTI-Saturday-01,22696729-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993608,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696730-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993612,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696731-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993612,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696732-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993612,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696733-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993608,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696734-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993608,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696735-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993612,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696736-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993608,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696737-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993612,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696738-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993610,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696739-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993612,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696740-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993607,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696741-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993605,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696742-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993601,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696743-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993603,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696744-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993608,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696745-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993602,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696747-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993601,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696753-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993612,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696754-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993604,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696755-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993602,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696756-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993604,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696757-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993611,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696758-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993611,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696759-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993610,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696760-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993611,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696761-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993605,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696762-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993607,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696763-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993604,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696764-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993611,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696765-230501-MULTI-Saturday-01,"502 ZUM MAIN NORTHBOUND",0,993604,5020013,1,1
502-331,230501-MULTI-Saturday-01,22696766-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993604,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696767-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993611,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696768-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993611,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696769-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993611,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696770-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993607,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696771-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993608,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696772-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993612,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696773-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993604,5020016,1,1
502-331,230501-MULTI-Saturday-01,22696774-230501-MULTI-Saturday-01,"502 ZUM MAIN SOUTHBOUND",1,993605,5020016,1,1
